location,total_sqft,bath,price,bhk
KENGERI,1200.0,2,58.0,2
KENGERI,416.0,1,18.0,1
KENGERI,502.0,1,25.0,1
KENGERI,1150.0,1,52.0,1
KENGERI,726.0,2,31.0,2
KENGERI,750.0,2,36.5,2
KENGERI,1052.0,2,51.0,2
KENGERI,1025.0,2,57.0,2
KENGERI,1035.0,2,51.5,2
KENGERI,410.0,1,15.0,1
KENGERI,1200.0,2,58.0,2
KENGERI,1192.0,2,53.5,2
KENGERI,750.0,2,35.5,2
KENGERI SATELLITE TOWN,795.0,2,32.0,2
KENGERI SATELLITE TOWN,1635.0,2,78.0,3
KENGERI SATELLITE TOWN,1415.0,2,66.0,3
KENGERI SATELLITE TOWN,1110.0,2,43.0,2
KENGERI SATELLITE TOWN,890.0,2,35.0,2
KENGERI SATELLITE TOWN,1030.0,2,50.0,2
KENGERI SATELLITE TOWN,800.0,2,32.0,2
KENGERI SATELLITE TOWN,1302.5,2,44.285,2
KENGERI SATELLITE TOWN,930.0,1,30.0,1
KENGERI SATELLITE TOWN,920.0,2,39.0,2
KENGERI SATELLITE TOWN,1060.0,2,42.0,2
KENGERI SATELLITE TOWN,1170.0,2,50.0,2
KENGERI SATELLITE TOWN,985.0,2,42.0,2
KENGERI SATELLITE TOWN,750.0,2,33.0,2
KENGERI SATELLITE TOWN,635.0,1,22.0,2
KENGERI SATELLITE TOWN,654.0,1,22.0,1
KENGERI SATELLITE TOWN,818.0,2,26.0,2
KENGERI SATELLITE TOWN,1050.0,2,43.0,2
KENGERI SATELLITE TOWN,800.0,2,40.0,2
KENGERI SATELLITE TOWN,410.0,1,15.0,1
KEREGUDDADAHALLI,904.0,2,30.0,2
KEREGUDDADAHALLI,1280.0,3,42.0,3
KEREGUDDADAHALLI,1080.0,2,32.0,2
KEREGUDDADAHALLI,1300.0,2,39.0,3
KEREGUDDADAHALLI,1400.0,2,48.0,3
KEREGUDDADAHALLI,950.0,2,32.0,2
KEREGUDDADAHALLI,1400.0,2,42.0,3
KEREGUDDADAHALLI,1240.0,3,41.0,3
KODICHIKKANAHALLI,995.0,2,41.0,2
KODICHIKKANAHALLI,1190.0,2,57.0,3
KODICHIKKANAHALLI,1400.0,3,66.0,3
KODICHIKKANAHALLI,1299.0,2,58.0,2
KODICHIKKANAHALLI,2700.0,4,125.0,5
KODICHIKKANAHALLI,1495.0,2,75.0,3
KODICHIKKANAHALLI,1560.0,2,65.0,3
KODICHIKKANAHALLI,1026.0,2,45.0,2
KODICHIKKANAHALLI,900.0,2,42.0,2
KODICHIKKANAHALLI,1125.0,2,52.0,2
KODIHALLI,3197.0,5,335.0,4
KODIHALLI,2392.0,4,260.0,3
KODIHALLI,2408.0,4,260.0,3
KODIHALLI,2700.0,4,270.0,3
KODIHALLI,3260.0,5,388.0,4
KODIHALLI,1620.0,3,130.0,3
KODIHALLI,3252.0,5,335.0,4
KODIHALLI,1490.0,2,150.0,2
KOGILU,1170.0,2,51.99,2
KOGILU,952.0,2,49.0,2
KOGILU,2456.0,7,85.0,7
KOGILU,1559.0,3,127.0,3
KOGILU,1200.0,2,53.33,2
KOGILU,1250.0,2,55.55,2
KOGILU,1140.0,2,50.66,2
KOGILU,650.0,2,28.0,2
KOGILU,1559.0,3,120.0,3
KOGILU,1190.0,2,50.66,2
KOGILU,540.0,1,36.0,1
KOGILU,700.0,1,30.84,1
KORAMANGALA,2292.0,3,286.0,3
KORAMANGALA,1140.0,2,75.2,2
KORAMANGALA,1005.0,1,110.0,2
KORAMANGALA,1370.0,2,125.0,2
KORAMANGALA,1350.0,2,103.0,2
KORAMANGALA,2223.0,3,300.0,3
KORAMANGALA,1600.0,3,170.0,3
KORAMANGALA,1300.0,2,82.0,2
KORAMANGALA,1320.0,2,165.0,2
KORAMANGALA,1320.0,2,150.0,2
KORAMANGALA,1744.0,4,210.0,3
KORAMANGALA,1580.0,3,160.0,3
KORAMANGALA,1320.0,2,160.0,2
KORAMANGALA,1260.0,2,100.0,2
KORAMANGALA,1320.0,2,110.0,2
KORAMANGALA,1975.0,3,210.0,3
KORAMANGALA,1866.0,4,245.0,3
KORAMANGALA,5985.0,4,775.0,4
KORAMANGALA,1249.0,2,165.0,2
KORAMANGALA,1710.0,3,210.0,3
KORAMANGALA,1300.0,2,110.0,2
KORAMANGALA,1744.0,3,200.0,3
KORAMANGALA,1260.0,2,100.0,2
KORAMANGALA,1100.0,2,85.0,2
KORAMANGALA,1900.0,2,200.0,2
KORAMANGALA,2300.0,3,290.0,3
KOTHANNUR,1215.0,2,48.6,3
KOTHANNUR,1070.0,2,38.6,2
KOTHANNUR,1485.0,2,59.4,3
KOTHANNUR,1275.0,2,43.85,3
KOTHANNUR,1197.0,2,47.8,2
KOTHANNUR,1275.0,3,44.0,3
KOTHANNUR,1100.0,2,40.0,2
KOTHANNUR,1206.0,2,48.23,2
KOTHANNUR,1070.0,2,42.79,2
KOTHANUR,4000.0,6,150.0,6
KOTHANUR,1790.0,3,105.0,3
KOTHANUR,1787.0,3,107.0,3
KOTHANUR,1787.0,3,120.0,3
KOTHANUR,1195.0,2,59.0,2
KOTHANUR,9600.0,5,550.0,5
KOTHANUR,1455.0,2,69.0,2
KOTHANUR,1500.0,1,75.0,1
KOTHANUR,1185.0,2,58.0,2
KOTHANUR,1074.0,2,54.0,2
KOTHANUR,1185.0,2,59.0,2
KOTHANUR,1075.0,2,53.0,2
KOTHANUR,1187.0,2,58.0,2
KOTHANUR,1400.0,2,65.0,2
KOTHANUR,1400.0,2,70.0,2
KOTHANUR,1075.0,2,53.0,2
KOTHANUR,1094.0,2,54.0,2
KOTHANUR,1130.0,2,55.0,2
KOTHANUR,2400.0,2,150.0,3
KOTHANUR,1200.0,2,51.0,2
KOTHANUR,1170.0,3,80.0,3
KOTHANUR,1140.0,2,56.0,2
KOTHANUR,1760.0,3,110.0,3
KOTHANUR,1185.0,2,59.0,2
KOTHANUR,1140.0,2,56.0,2
KOTHANUR,1435.0,3,70.0,3
KOTHANUR,1160.0,2,57.0,2
KOTHANUR,1142.0,2,56.0,2
KOTHANUR,1790.0,3,97.0,3
KOTHANUR,1095.0,2,55.0,2
KOTHANUR,3401.0,5,230.0,4
KOTHANUR,627.0,1,30.0,1
KOTHANUR,1145.0,2,56.0,2
KR PURAM,1021.0,2,48.0,2
KR PURAM,1205.0,2,45.79,2
KR PURAM,866.28,2,36.38,2
KR PURAM,1035.0,2,40.0,2
KR PURAM,1050.0,2,55.0,2
KR PURAM,1096.0,2,43.0,2
KR PURAM,1155.0,2,42.74,2
KR PURAM,1245.0,2,60.0,2
KR PURAM,1100.0,2,43.0,2
KR PURAM,1116.0,2,45.0,2
KR PURAM,1085.0,2,46.5,2
KR PURAM,4300.0,6,175.0,6
KR PURAM,1100.0,2,47.0,2
KR PURAM,2000.0,2,75.0,2
KR PURAM,1076.0,2,67.0,2
KR PURAM,1204.0,2,58.0,2
KR PURAM,1200.0,1,65.0,2
KR PURAM,1142.0,2,51.0,2
KR PURAM,2000.0,6,85.0,6
KR PURAM,930.0,2,39.0,2
KR PURAM,1120.0,2,36.0,2
KR PURAM,1200.0,2,42.0,2
KR PURAM,1225.0,2,46.55,2
KR PURAM,1000.0,2,44.5,2
KR PURAM,1015.0,2,43.0,2
KR PURAM,1200.0,2,75.0,2
KR PURAM,1290.0,2,49.02,2
KR PURAM,1100.0,2,39.9,2
KR PURAM,1192.5,2,51.22,2
KR PURAM,1700.0,3,105.0,3
KR PURAM,1156.0,2,72.0,2
KR PURAM,950.0,2,40.0,2
KR PURAM,1000.0,2,60.0,2
KR PURAM,1470.0,2,86.0,2
KR PURAM,1140.0,2,43.32,2
KR PURAM,750.0,2,40.0,2
KR PURAM,1100.0,2,45.0,2
KR PURAM,2283.0,2,121.0,4
KR PURAM,1040.0,2,50.0,2
KR PURAM,714.0,1,28.0,1
KR PURAM,1200.0,2,71.0,2
KR PURAM,1550.0,2,71.0,2
KR PURAM,1200.0,2,72.0,2
KR PURAM,1200.0,2,47.0,2
KR PURAM,1290.0,2,69.0,2
KUDLU,1110.0,2,46.0,2
KUDLU,1152.0,2,53.5,2
KUDLU,1027.0,2,42.0,2
KUDLU,1084.0,2,53.0,2
KUDLU,1300.0,2,56.0,2
KUDLU,1027.0,2,44.0,2
KUDLU,1041.0,2,53.0,2
KUDLU,1076.0,2,50.0,2
KUDLU,1024.0,2,44.0,2
KUDLU,1143.0,2,55.0,2
KUDLU,1245.0,2,60.0,3
KUDLU,1027.0,2,44.0,2
KUDLU,2100.0,3,114.0,4
KUDLU,720.0,1,33.0,1
KUDLU,1027.0,2,44.0,2
KUDLU,1027.0,2,43.0,2
KUDLU GATE,1919.0,3,121.0,3
KUDLU GATE,1310.0,2,53.0,2
KUDLU GATE,1535.0,3,78.0,3
KUDLU GATE,1532.0,3,83.0,3
KUDLU GATE,1850.0,3,110.0,3
KUDLU GATE,1656.0,3,80.0,3
KUDLU GATE,1535.0,3,86.0,3
KUDLU GATE,1113.0,2,50.0,2
KUDLU GATE,1535.0,3,85.0,3
KUDLU GATE,1664.0,3,68.0,3
KUDLU GATE,1564.0,2,92.0,3
KUDLU GATE,1432.0,2,61.11,3
KUDLU GATE,1656.0,3,75.0,3
KUDLU GATE,1238.0,2,55.0,2
KUMARASWAMI LAYOUT,3200.0,7,150.0,7
KUMARASWAMI LAYOUT,2400.0,2,125.0,3
KUMARASWAMI LAYOUT,2400.0,7,125.0,7
KUMARASWAMI LAYOUT,1200.0,3,75.0,3
KUMARASWAMI LAYOUT,2450.0,3,110.0,4
KUMARASWAMI LAYOUT,1310.0,2,70.0,3
KUMARASWAMI LAYOUT,1000.0,2,48.5,2
KUMARASWAMI LAYOUT,1000.0,2,58.0,2
KUMARASWAMI LAYOUT,2000.0,4,139.0,4
KUNDALAHALLI,1724.0,3,125.0,3
KUNDALAHALLI,1397.0,3,110.0,3
KUNDALAHALLI,1724.0,3,125.0,3
KUNDALAHALLI,1030.0,2,49.0,2
KUNDALAHALLI,735.0,2,57.99,2
KUNDALAHALLI,1260.0,2,58.0,2
KUNDALAHALLI,1010.0,2,49.27,2
KUNDALAHALLI,1724.0,3,127.0,3
KUNDALAHALLI,1120.0,2,53.76,2
KUNDALAHALLI,1397.0,3,105.0,3
KUNDALAHALLI,7000.0,4,550.0,4
KUNDALAHALLI,1724.0,3,146.0,3
KUNDALAHALLI,1397.0,3,105.0,3
KUNDALAHALLI,1047.0,2,82.62,2
KUNDALAHALLI,3092.0,4,230.0,4
KUNDALAHALLI,1724.0,3,124.0,3
KUNDALAHALLI,1724.0,3,125.0,3
KUNDALAHALLI,2500.0,5,245.0,4
KUNDALAHALLI,1397.0,3,104.0,3
KUNDALAHALLI,1047.0,2,89.0,2
KUNDALAHALLI,1010.0,2,48.27,2
KUNDALAHALLI,1047.0,2,72.0,2
KUNDALAHALLI,1047.0,2,82.0,2
KUNDALAHALLI,1397.0,3,108.0,3
KUNDALAHALLI,1724.0,3,128.0,3
KUNDALAHALLI,1724.0,3,146.0,3
KUNDALAHALLI,1047.0,2,83.0,2
KUNDALAHALLI,1065.0,2,70.0,2
KUNDALAHALLI,1047.0,2,91.0,2
KUNDALAHALLI,1724.0,3,140.0,3
KUNDALAHALLI,1920.0,3,150.0,3
KUNDALAHALLI,1047.0,2,84.0,2
LAKSHMINARAYANA PURA,1210.0,2,75.0,2
LAKSHMINARAYANA PURA,1172.0,2,75.0,2
LAKSHMINARAYANA PURA,1172.0,2,75.0,2
LAKSHMINARAYANA PURA,1180.0,2,75.0,2
LAKSHMINARAYANA PURA,1145.0,2,75.0,2
LAKSHMINARAYANA PURA,1200.0,2,80.0,2
LAKSHMINARAYANA PURA,1179.0,2,75.0,2
LAKSHMINARAYANA PURA,1175.0,2,75.0,2
LAKSHMINARAYANA PURA,1200.0,2,80.0,2
LAKSHMINARAYANA PURA,1172.0,2,82.0,2
LAKSHMINARAYANA PURA,1500.0,3,104.0,3
LAKSHMINARAYANA PURA,1180.0,2,75.0,2
LAKSHMINARAYANA PURA,1185.0,2,75.0,2
LAKSHMINARAYANA PURA,1195.0,2,75.0,2
LAKSHMINARAYANA PURA,1165.0,2,75.0,2
LAKSHMINARAYANA PURA,1190.0,2,75.0,2
LAKSHMINARAYANA PURA,1200.0,2,75.0,2
LAKSHMINARAYANA PURA,1200.0,2,83.0,2
LAKSHMINARAYANA PURA,1600.0,2,108.0,3
LAKSHMINARAYANA PURA,1336.0,2,100.0,2
LINGADHEERANAHALLI,1521.0,3,94.99,3
LINGADHEERANAHALLI,1521.0,3,94.71,3
LINGADHEERANAHALLI,1506.0,3,95.0,3
LINGADHEERANAHALLI,1519.0,3,93.0,3
LINGADHEERANAHALLI,1683.0,3,109.0,3
LINGADHEERANAHALLI,1894.0,4,114.0,3
LINGADHEERANAHALLI,2245.0,4,154.0,4
LINGADHEERANAHALLI,2240.0,4,160.0,4
LINGADHEERANAHALLI,1511.0,3,95.0,3
LINGADHEERANAHALLI,1521.0,3,95.0,3
LINGADHEERANAHALLI,1683.0,3,110.0,3
LINGADHEERANAHALLI,1682.0,3,113.0,3
LINGADHEERANAHALLI,1705.0,3,110.0,3
LINGADHEERANAHALLI,1530.0,2,90.0,3
LINGADHEERANAHALLI,1682.0,3,114.0,3
LINGADHEERANAHALLI,1684.0,3,120.0,3
LINGADHEERANAHALLI,1682.0,3,120.0,3
LINGADHEERANAHALLI,2236.0,4,153.0,4
MAGADI ROAD,1052.0,2,60.0,3
MAGADI ROAD,3600.0,6,141.0,6
MAGADI ROAD,884.0,2,48.0,2
MAGADI ROAD,1005.0,2,55.78,2
MAGADI ROAD,1500.0,2,93.0,4
MAGADI ROAD,1345.0,2,55.0,2
MAGADI ROAD,1318.0,2,68.0,3
MAGADI ROAD,600.0,1,22.0,2
MAGADI ROAD,750.0,2,27.0,2
MAGADI ROAD,1116.0,2,50.0,2
MAHADEVPURA,1136.0,2,64.5,2
MAHADEVPURA,1212.0,2,56.9,2
MAHADEVPURA,1120.0,2,53.0,2
MAHADEVPURA,1152.0,2,54.0,2
MAHADEVPURA,1450.0,3,75.0,3
MAHADEVPURA,730.0,1,35.0,1
MAHADEVPURA,1260.0,2,57.6,2
MAHADEVPURA,1505.0,3,78.0,3
MAHADEVPURA,1150.0,2,52.0,2
MAHADEVPURA,1137.0,2,53.4,2
MALLESHPALYA,1245.0,2,55.0,2
MALLESHPALYA,1140.0,2,46.5,2
MALLESHPALYA,1785.0,3,75.0,3
MALLESHPALYA,1225.0,2,52.0,2
MALLESHPALYA,1200.0,2,46.0,2
MALLESHPALYA,1065.0,2,50.0,2
MALLESHPALYA,1430.0,2,69.5,3
MALLESHPALYA,1060.0,2,40.0,2
MALLESHPALYA,1225.0,2,46.86,2
MALLESHWARAM,1420.0,2,158.0,2
MALLESHWARAM,2475.0,4,326.0,3
MALLESHWARAM,2000.0,3,250.0,3
MALLESHWARAM,2345.0,2,293.0,3
MALLESHWARAM,2475.0,4,332.0,3
MALLESHWARAM,2400.0,3,380.0,3
MALLESHWARAM,1410.0,2,125.0,2
MALLESHWARAM,2475.0,4,300.0,3
MALLESHWARAM,600.0,1,68.0,2
MALLESHWARAM,2215.0,3,275.0,3
MALLESHWARAM,600.0,1,90.0,2
MALLESHWARAM,1020.0,2,80.0,2
MALLESHWARAM,900.0,2,72.0,2
MALLESHWARAM,2475.0,4,340.0,3
MALLESHWARAM,2476.0,3,337.0,3
MALLESHWARAM,1400.0,2,190.0,2
MALLESHWARAM,620.0,1,86.8,1
MALLESHWARAM,2610.0,3,399.0,3
MALLESHWARAM,2200.0,3,275.0,3
MALLESHWARAM,900.0,2,95.0,2
MALLESHWARAM,900.0,2,90.0,2
MALLESHWARAM,2475.0,4,320.0,3
MALLESHWARAM,2475.0,4,337.0,3
MALLESHWARAM,480.0,1,60.0,1
MALLESHWARAM,2006.0,3,297.0,3
MALLESHWARAM,705.0,1,67.0,1
MALLESHWARAM,2050.0,4,270.0,3
MALLESHWARAM,2215.0,3,275.0,3
MALLESHWARAM,1290.0,2,120.0,2
MARATHAHALLI,1220.0,2,58.5,2
MARATHAHALLI,1270.0,2,73.0,2
MARATHAHALLI,1170.0,2,85.0,2
MARATHAHALLI,1125.0,2,56.8,2
MARATHAHALLI,1350.0,2,60.0,2
MARATHAHALLI,1215.0,2,58.86,2
MARATHAHALLI,1840.0,3,98.0,3
MARATHAHALLI,1350.0,2,99.0,2
MARATHAHALLI,1146.0,2,70.0,2
MARATHAHALLI,700.0,1,38.0,1
MARATHAHALLI,1220.0,2,57.0,2
MARATHAHALLI,1950.0,3,115.0,3
MARATHAHALLI,957.0,2,47.0,2
MARATHAHALLI,607.0,1,35.0,1
MARATHAHALLI,1075.0,2,52.43,2
MARATHAHALLI,1350.0,2,90.0,2
MARATHAHALLI,1125.0,2,55.0,2
MARATHAHALLI,2519.0,5,185.0,4
MARATHAHALLI,1200.0,2,60.0,2
MARATHAHALLI,1325.0,2,71.55,2
MARATHAHALLI,1600.0,3,88.0,2
MARATHAHALLI,1170.0,2,53.0,2
MARATHAHALLI,1690.0,3,116.0,3
MARATHAHALLI,957.0,2,47.0,2
MARATHAHALLI,1220.0,2,56.5,2
MARATHAHALLI,1144.0,2,65.0,2
MARATHAHALLI,1108.0,2,60.0,3
MARATHAHALLI,2524.0,5,180.0,4
MARATHAHALLI,780.0,1,55.0,1
MARATHAHALLI,1196.0,2,57.9,2
MARATHAHALLI,1026.0,2,49.95,2
MARATHAHALLI,1839.0,3,130.0,3
MARATHAHALLI,1156.0,2,52.0,2
MARATHAHALLI,1350.0,2,89.0,2
MARATHAHALLI,1933.0,3,140.0,3
MARATHAHALLI,1595.0,3,90.0,3
MARATHAHALLI,1019.0,2,49.85,2
MARATHAHALLI,1550.0,3,85.0,3
MARATHAHALLI,3895.0,4,220.0,4
MARATHAHALLI,1146.0,2,69.0,2
MARATHAHALLI,1365.0,2,73.0,2
MARATHAHALLI,1525.0,3,90.0,3
MARATHAHALLI,1230.0,2,57.0,2
MARATHAHALLI,1469.0,3,89.0,3
MARATHAHALLI,1100.0,2,50.0,2
MARATHAHALLI,1071.0,2,52.25,2
MARATHAHALLI,1730.0,3,110.0,3
MARATHAHALLI,1230.0,2,80.0,2
MARATHAHALLI,2122.0,3,125.0,3
MARATHAHALLI,1060.0,2,48.0,2
MARATHAHALLI,1045.0,2,60.0,2
MARATHAHALLI,1240.0,2,55.0,2
MARATHAHALLI,950.0,2,46.96,2
MARATHAHALLI,1583.0,3,115.0,3
MARATHAHALLI,1610.0,3,90.0,3
MARATHAHALLI,1019.0,2,49.86,2
MARATHAHALLI,1358.0,2,81.0,2
MARATHAHALLI,3400.0,4,235.0,4
MARATHAHALLI,1065.0,2,55.0,2
MARATHAHALLI,1196.0,2,57.95,2
MARATHAHALLI,2500.0,5,175.0,4
MARATHAHALLI,1730.0,3,115.0,3
MARATHAHALLI,1200.0,2,67.0,2
MARATHAHALLI,1270.0,2,80.0,2
MARATHAHALLI,1100.0,2,75.0,1
MARATHAHALLI,1583.0,3,109.0,3
MARATHAHALLI,1215.0,2,67.0,2
MARATHAHALLI,1125.0,2,54.8,2
MARATHAHALLI,1583.0,3,105.0,3
MARATHAHALLI,615.0,1,44.0,1
MARATHAHALLI,1350.0,2,86.0,2
MARATHAHALLI,950.0,2,46.7,2
MARATHAHALLI,1026.0,2,50.18,2
MARATHAHALLI,1220.0,2,59.0,2
MARATHAHALLI,1095.0,2,60.0,2
MARATHAHALLI,1550.0,3,83.0,3
MARGONDANAHALLI,1090.0,2,58.0,2
MARGONDANAHALLI,1000.0,2,57.0,2
MARGONDANAHALLI,1160.0,2,65.0,2
MARGONDANAHALLI,1200.0,2,67.0,2
MARGONDANAHALLI,1140.0,2,60.0,2
MARGONDANAHALLI,1200.0,2,65.0,2
MARGONDANAHALLI,1334.0,2,67.76,2
MARGONDANAHALLI,600.0,2,35.0,2
MARGONDANAHALLI,1100.0,2,55.0,2
MARGONDANAHALLI,900.0,2,49.0,2
MUNNEKOLLAL,1102.0,2,53.67,2
MUNNEKOLLAL,1200.0,2,49.5,2
MUNNEKOLLAL,1080.0,2,45.0,2
MUNNEKOLLAL,1030.0,2,50.36,2
MUNNEKOLLAL,1170.0,2,52.0,2
MUNNEKOLLAL,1170.0,2,59.0,2
MUNNEKOLLAL,1560.0,3,75.0,3
MUNNEKOLLAL,950.0,2,46.5,2
MURUGESHPALYA,1855.0,3,96.0,3
MURUGESHPALYA,1600.0,2,65.0,3
MURUGESHPALYA,1175.0,2,75.0,2
MURUGESHPALYA,1344.0,2,56.0,3
MURUGESHPALYA,1550.0,3,74.0,3
MURUGESHPALYA,1296.0,2,81.0,2
MURUGESHPALYA,1500.0,2,70.0,3
MURUGESHPALYA,2135.0,3,160.0,3
MURUGESHPALYA,1185.0,2,85.0,2
MYSORE ROAD,1175.0,2,73.5,2
MYSORE ROAD,1020.0,2,48.95,2
MYSORE ROAD,1060.0,2,62.0,2
MYSORE ROAD,940.0,2,43.61,2
MYSORE ROAD,1070.0,2,49.65,2
MYSORE ROAD,1200.0,2,65.0,2
MYSORE ROAD,1175.0,2,73.5,2
MYSORE ROAD,1237.0,2,73.0,2
MYSORE ROAD,1170.0,2,65.0,2
MYSORE ROAD,1175.0,2,70.5,2
MYSORE ROAD,1080.0,2,60.0,3
MYSORE ROAD,883.0,2,40.95,2
MYSORE ROAD,1525.0,3,96.0,3
MYSORE ROAD,883.0,2,45.0,2
MYSORE ROAD,883.0,2,50.0,2
MYSORE ROAD,1155.0,2,51.0,2
NAGARBHAVI,710.0,2,40.0,1
NAGARBHAVI,1055.0,2,55.0,2
NAGARBHAVI,1145.0,2,40.0,2
NAGARBHAVI,1146.0,2,50.0,2
NAGARBHAVI,1250.0,3,170.0,2
NAGARBHAVI,1020.0,2,55.0,2
NAGARBHAVI,1100.0,2,46.2,2
NAGARBHAVI,1080.0,2,49.0,2
NAGARBHAVI,1350.0,3,150.0,3
NAGARBHAVI,1225.0,2,58.0,2
NAGARBHAVI,1190.0,2,63.0,2
NAGARBHAVI,1800.0,3,180.0,4
NAGARBHAVI,1250.0,3,175.0,4
NAGARBHAVI,1400.0,2,85.0,3
NAGARBHAVI,2400.0,3,160.0,3
NAGARBHAVI,1630.0,2,98.0,3
NAGARBHAVI,2500.0,3,180.0,5
NAGAVARA,936.0,2,40.2,2
NAGAVARA,1110.0,2,44.95,2
NAGAVARA,1247.0,2,58.56,2
NAGAVARA,400.0,1,14.0,1
NAGAVARA,2430.0,4,180.0,3
NAGAVARA,1315.0,2,70.0,2
NAGAVARA,2172.65,3,120.0,4
NAGAVARAPALYA,1300.0,3,80.0,3
NAGAVARAPALYA,705.0,1,52.5,1
NAGAVARAPALYA,1260.0,2,85.5,2
NAGAVARAPALYA,705.0,1,57.0,1
NAGAVARAPALYA,705.0,1,57.0,1
NAGAVARAPALYA,1392.0,2,99.0,2
NAGAVARAPALYA,1335.0,2,110.0,2
NRI LAYOUT,1250.0,2,75.0,2
NRI LAYOUT,1565.0,2,75.0,3
NRI LAYOUT,2400.0,2,125.0,2
NRI LAYOUT,1125.0,2,45.56,2
NRI LAYOUT,1789.0,3,75.0,3
NRI LAYOUT,2150.0,4,115.0,4
OLD AIRPORT ROAD,2658.0,5,187.0,4
OLD AIRPORT ROAD,3200.0,4,280.0,4
OLD AIRPORT ROAD,2774.0,4,208.0,4
OLD AIRPORT ROAD,2732.0,4,204.0,4
OLD AIRPORT ROAD,1798.0,3,150.0,3
OLD AIRPORT ROAD,1145.0,2,75.0,2
OLD AIRPORT ROAD,2690.0,4,201.0,4
OLD AIRPORT ROAD,1050.0,2,50.0,2
OLD AIRPORT ROAD,1075.0,2,60.0,2
OLD AIRPORT ROAD,2658.0,5,189.0,4
OLD AIRPORT ROAD,2732.0,4,194.0,4
OLD AIRPORT ROAD,2774.0,4,207.0,4
OLD AIRPORT ROAD,3504.0,4,262.0,4
OLD AIRPORT ROAD,1150.0,2,90.0,2
OLD AIRPORT ROAD,1655.0,2,97.65,2
OLD AIRPORT ROAD,2690.0,4,199.0,4
OLD AIRPORT ROAD,2732.0,4,204.0,4
OLD AIRPORT ROAD,946.0,2,58.0,2
OLD AIRPORT ROAD,2774.0,4,197.0,4
OLD MADRAS ROAD,1171.0,2,75.0,2
OLD MADRAS ROAD,1065.0,2,47.86,2
OLD MADRAS ROAD,1210.0,2,77.0,2
OLD MADRAS ROAD,2640.0,2,170.0,2
OLD MADRAS ROAD,1100.0,2,70.0,2
OLD MADRAS ROAD,1165.0,2,52.0,2
OLD MADRAS ROAD,1171.0,2,72.0,2
OLD MADRAS ROAD,1210.0,2,74.0,2
OLD MADRAS ROAD,1210.0,2,80.0,2
OLD MADRAS ROAD,1425.0,2,94.0,3
OLD MADRAS ROAD,1859.0,3,121.0,3
OLD MADRAS ROAD,1720.0,3,100.0,3
OLD MADRAS ROAD,1165.0,2,51.42,2
OLD MADRAS ROAD,1171.0,2,73.0,2
OLD MADRAS ROAD,1330.0,2,74.0,2
OLD MADRAS ROAD,2300.0,3,142.0,3
OLD MADRAS ROAD,1630.0,3,110.0,3
OLD MADRAS ROAD,2010.0,3,125.0,4
OLD MADRAS ROAD,1720.0,3,106.0,3
OMBR LAYOUT,1855.0,3,145.0,3
OMBR LAYOUT,1165.0,2,88.5,2
OMBR LAYOUT,1101.0,2,65.5,2
OMBR LAYOUT,1078.0,2,65.0,2
OMBR LAYOUT,1580.0,3,75.0,3
OMBR LAYOUT,2420.0,3,185.0,3
OMBR LAYOUT,1300.0,2,80.0,2
OMBR LAYOUT,3400.0,4,275.0,4
PADMANABHANAGAR,1020.0,2,63.0,2
PADMANABHANAGAR,4500.0,4,360.0,3
PADMANABHANAGAR,1000.0,1,90.0,2
PADMANABHANAGAR,2051.0,3,180.0,3
PADMANABHANAGAR,1176.0,2,62.0,2
PADMANABHANAGAR,1100.0,2,65.0,2
PADMANABHANAGAR,2051.0,3,170.0,3
PADMANABHANAGAR,1200.0,2,60.0,2
PADMANABHANAGAR,1258.0,2,115.0,2
PADMANABHANAGAR,1100.0,2,60.0,2
PAI LAYOUT,1050.0,2,40.0,2
PAI LAYOUT,1000.0,2,42.0,2
PAI LAYOUT,1400.0,2,67.0,3
PAI LAYOUT,1600.0,2,65.0,3
PAI LAYOUT,3800.0,6,175.0,6
PAI LAYOUT,1175.0,2,60.0,2
PAI LAYOUT,1500.0,2,58.0,3
PAI LAYOUT,1068.0,2,48.0,2
PAI LAYOUT,1255.0,2,80.0,2
PAI LAYOUT,1510.0,2,65.0,3
PANATHUR,1210.0,2,77.0,2
PANATHUR,1205.0,2,62.9,2
PANATHUR,1210.0,2,77.93,2
PANATHUR,1198.0,2,82.0,2
PANATHUR,1180.0,2,70.0,2
PANATHUR,1255.0,2,79.0,2
PANATHUR,1210.0,2,78.0,2
PANATHUR,1210.0,2,80.0,2
PANATHUR,1000.0,2,68.0,2
PANATHUR,1050.0,2,60.0,2
PANATHUR,661.0,1,40.0,1
PANATHUR,1546.0,3,99.0,3
PANATHUR,1235.0,2,65.0,2
PANATHUR,980.0,2,57.0,2
PANATHUR,1065.0,2,58.0,2
PANATHUR,1210.0,2,69.0,2
PANATHUR,1198.0,2,77.0,2
PANATHUR,1109.0,2,63.0,2
PANATHUR,1007.0,2,64.0,2
PANATHUR,1075.0,2,60.0,2
PANATHUR,1359.0,2,87.0,2
PANATHUR,1343.0,2,76.0,2
R.T. NAGAR,1080.0,2,48.0,2
R.T. NAGAR,1140.0,3,130.0,3
R.T. NAGAR,1100.0,3,125.0,2
R.T. NAGAR,1100.0,2,85.0,2
R.T. NAGAR,1040.0,2,46.0,2
R.T. NAGAR,1560.0,3,125.0,3
R.T. NAGAR,1325.0,2,52.0,2
R.T. NAGAR,970.0,2,55.0,2
